action_type	serialized_occurrences	source_candidates	resolution
HutongGames.PlayMaker.Actions.Tk2dSpriteGetColor	74	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/Tk2dSpriteGetColor.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Tk2dSpriteGetId	130	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/Tk2dSpriteGetId.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Tk2dSpriteSetColor	3243	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/Tk2dSpriteSetColor.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Tk2dSpriteSetScale	96	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/Tk2dSpriteSetScale.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Tk2dSpriteTweenColor	1731	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/Tk2dSpriteTweenColor.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Tk2dStopAnimation	147	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/Tk2dStopAnimation.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Tk2dWatchAnimationEvents	7457	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/Tk2dWatchAnimationEvents.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Tk2dWatchAnimationEventsV2	26	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/Tk2dWatchAnimationEventsV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Tk2dWatchAnimationEventsV3	19	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/Tk2dWatchAnimationEventsV3.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ToolItemStatesLiquidRefillRefills	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ToolItemStatesLiquidRefillRefills.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ToolItemStatesLiquidReportBottleBroken	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ToolItemStatesLiquidReportBottleBroken.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ToolsActiveStateControl	26	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ToolsActiveStateControl.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ToolsActiveStateControlV2	12	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ToolsActiveStateControlV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ToolsCutsceneControl	66	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ToolsCutsceneControl.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.TransformPoint	2	"[""Assets/PlayMaker/Actions/Transform/TransformPoint.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.TransformVector2	20	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/TransformVector2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.TransformVector3	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/TransformVector3.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.TransitionToAudioSnapshot	1328	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/TransitionToAudioSnapshot.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Translate	5441	"[""Assets/PlayMaker/Actions/Transform/Translate.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.TranslatePosition2d	1	"[""Assets/PlayMaker/Actions/Physics2D/TranslatePosition2d.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.TranslateRandom	400	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/TranslateRandom.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.TranslateVelocity2dConditional	11	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/TranslateVelocity2dConditional.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Trigger2dEvent	2703	"[""Assets/PlayMaker/Actions/Physics2D/Trigger2dEvent.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Trigger2dEventCheckName	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/Trigger2dEventCheckName.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Trigger2dEventLayer	4617	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/Trigger2dEventLayer.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Trigger2dEventLayerIfBool	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/Trigger2dEventLayerIfBool.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Trigger2dEventLayerNoTriggers	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/Trigger2dEventLayerNoTriggers.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Trigger2dEventV2	168	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/Trigger2dEventV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Trigger2dEventWait	96	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/Trigger2dEventWait.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.TriggerEnterEventSubscribe	41	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Hollow_Knight/TriggerEnterEventSubscribe.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.TriggerWorldRumble	3	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/TriggerWorldRumble.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.TryOpenQuickMap	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/TryOpenQuickMap.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.TryPositionColliderOnGround	17	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/TryPositionColliderOnGround.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.TryReplenishTools	504	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/TryReplenishTools.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.UIMsgPopupSetMinY	7	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/UIMsgPopupSetMinY.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.UmbrellaMotionX	18	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/UmbrellaMotionX.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.UmbrellaMotionXV2	7	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/UmbrellaMotionXV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.UnlockCrest	9	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/UnlockCrest.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.UpdateGameMapIfQueued	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/UpdateGameMapIfQueued.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.UpdateHeartPieceAchievement	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/UpdateHeartPieceAchievement.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.UpdateSilkSpoolAchievement	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/UpdateSilkSpoolAchievement.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Vector2Add	89	"[""Assets/PlayMaker/Actions/Vector2/Vector2Add.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Vector2AddXY	127	"[""Assets/PlayMaker/Actions/Vector2/Vector2AddXY.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Vector2Multiply	397	"[""Assets/PlayMaker/Actions/Vector2/Vector2Multiply.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Vector2Operator	67	"[""Assets/PlayMaker/Actions/Vector2/Vector2Operator.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Vector2Subtract	1	"[""Assets/PlayMaker/Actions/Vector2/Vector2Substract.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Vector3Add	241	"[""Assets/PlayMaker/Actions/Vector3/Vector3Add.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Vector3AddXYZ	415	"[""Assets/PlayMaker/Actions/Vector3/Vector3AddXYZ.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Vector3Multiply	10	"[""Assets/PlayMaker/Actions/Vector3/Vector3Multiply.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Vector3Operator	2	"[""Assets/PlayMaker/Actions/Vector3/Vector3Operator.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Wait	40602	"[""Assets/PlayMaker/Actions/Time/Wait.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.WaitBool	562	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/WaitBool.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.WaitForMazeControllerDoorLink	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/WaitForMazeControllerDoorLink.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.WaitForSceneAudioSnapshotsApplied	11	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/WaitForSceneAudioSnapshotsApplied.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.WaitIfPoolCreation	6	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/WaitIfPoolCreation.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.WaitParticleSystem	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/WaitParticleSystem.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.WaitParticleSystemsInChildren	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/WaitParticleSystemsInChildren.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.WaitRandom	10367	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/WaitRandom.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.WaitTimeAndTk2dFrame	28	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/WaitTimeAndTk2dFrame.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.WaitTrapdoorState	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/WaitTrapdoorState.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.WakeUp2d	5	"[""Assets/PlayMaker/Actions/Physics2D/WakeUp2d.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.WalkLeftRight	468	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/WalkLeftRight.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.iTweenFadeTo	50	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/iTweenFadeTo.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.iTweenMoveBy	453	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/iTweenMoveBy.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.iTweenMoveTo	572	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/iTweenMoveTo.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.iTweenPunchPosition	256	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/iTweenPunchPosition.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.iTweenRotateTo	207	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/iTweenRotateTo.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.iTweenScaleBy	254	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/iTweenScaleBy.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.iTweenScaleTo	78	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/iTweenScaleTo.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.iTweenShakePosition	5	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/iTweenShakePosition.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.tk2dPlayAnimAfterPreviousComplete	67	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/tk2dPlayAnimAfterPreviousComplete.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.tk2dPlayAnimAfterPreviousCompleteV2	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/tk2dPlayAnimAfterPreviousCompleteV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.tk2dPlayAnimationConditional	3	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/tk2dPlayAnimationConditional.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.tk2dPlayAnimationOptionalReset	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/tk2dPlayAnimationOptionalReset.cs""]"	exact_declared_type
HutongGames.PlayMaker.DamageEnemyRespond	8	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/DamageEnemyRespond.cs""]"	exact_declared_type
HutongGames.PlayMaker.DoDamage	4	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/DoDamage.cs""]"	exact_declared_type
HutongGames.PlayMaker.GetDamageEnemyAttackType	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/GetDamageEnemyAttackType.cs""]"	exact_declared_type
HutongGames.PlayMaker.GetDamagerDirection	45	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/GetDamagerDirection.cs""]"	exact_declared_type
HutongGames.PlayMaker.MarkUIForRebuild	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/MarkUIForRebuild.cs""]"	exact_declared_type
HutongGames.PlayMaker.ResetDamageEnemiesLists	9	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/ResetDamageEnemiesLists.cs""]"	exact_declared_type
HutongGames.PlayMaker.SetDamageEnemies	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/SetDamageEnemies.cs""]"	exact_declared_type
HutongGames.PlayMaker.SetDamageEnemyAmount	385	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/SetDamageEnemyAmount.cs""]"	exact_declared_type
HutongGames.PlayMaker.SetDamageEnemyDirection	15	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/SetDamageEnemyDirection.cs""]"	exact_declared_type
HutongGames.PlayMaker.SetDamageEnemyDirectionV2	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/SetDamageEnemyDirectionV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.StartHeroVibrationRegion	114	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/StartHeroVibrationRegion.cs""]"	exact_declared_type
HutongGames.PlayMaker.VibrationRegionPlayOneShot	101	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/VibrationRegionPlayOneShot.cs""]"	exact_declared_type
InstaDeath	59	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Hollow_Knight/InstaDeath.cs""]"	short_name_candidate
InventoryItemSelectedAction	66	"[""Assets/Scripts/Assembly-CSharp/InventoryItemSelectedAction.cs""]"	exact_declared_type
MoveInventoryItemSelection	44	"[""Assets/Scripts/Assembly-CSharp/MoveInventoryItemSelection.cs""]"	exact_declared_type
MoveInventorySelectionPage	22	"[""Assets/Scripts/Assembly-CSharp/MoveInventorySelectionPage.cs""]"	exact_declared_type
MoveLiftChain	16	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Hollow_Knight/MoveLiftChain.cs""]"	exact_declared_type
PauseAudioListener	2	"[""Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/PauseAudioListener.cs""]"	exact_declared_type
PlayAudioEvent	27190	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Hollow_Knight/PlayAudioEvent.cs""]"	exact_declared_type
PlayAudioEventDelayed	7	"[""Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/PlayAudioEventDelayed.cs""]"	exact_declared_type
PlayAudioEventRandom	5333	"[""Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/PlayAudioEventRandom.cs""]"	exact_declared_type
PlayAudioEventRandomBool	212	"[""Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/PlayAudioEventRandomBool.cs""]"	exact_declared_type
PlayAudioEventRandomV2	2	"[""Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/PlayAudioEventRandomV2.cs""]"	exact_declared_type
PlayAudioEventV2	7	"[""Assets/Scripts/ProjectCode/Game/08_Audio_Visual_Cinematics/PlayAudioEventV2.cs""]"	exact_declared_type
PlayHitEffectsV2	1	"[""Assets/Scripts/Assembly-CSharp/PlayHitEffectsV2.cs""]"	exact_declared_type
PreventInvincibleEffect	4	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Hollow_Knight/PreventInvincibleEffect.cs""]"	short_name_candidate
QuestPlaymakerActions.BeginQuest	16	"[""Assets/Scripts/ProjectCode/FSM/QuestActions/BeginQuest.cs""]"	exact_declared_type
QuestPlaymakerActions.BeginQuestV2	28	"[""Assets/Scripts/ProjectCode/FSM/QuestActions/BeginQuestV2.cs""]"	exact_declared_type
QuestPlaymakerActions.CanBeginQuest	3	"[""Assets/Scripts/ProjectCode/FSM/QuestActions/CanBeginQuest.cs""]"	exact_declared_type
QuestPlaymakerActions.CanEndQuest	20	"[""Assets/Scripts/ProjectCode/FSM/QuestActions/CanEndQuest.cs""]"	exact_declared_type
QuestPlaymakerActions.CanEndQuestV2	9	"[""Assets/Scripts/ProjectCode/FSM/QuestActions/CanEndQuestV2.cs""]"	exact_declared_type
QuestPlaymakerActions.CheckQuestState	143	"[""Assets/Scripts/ProjectCode/FSM/QuestActions/CheckQuestState.cs""]"	exact_declared_type
QuestPlaymakerActions.CheckQuestStateV2	96	"[""Assets/Scripts/ProjectCode/FSM/QuestActions/CheckQuestStateV2.cs""]"	exact_declared_type
QuestPlaymakerActions.EndQuest	46	"[""Assets/Scripts/ProjectCode/FSM/QuestActions/EndQuest.cs""]"	exact_declared_type
QuestPlaymakerActions.EndQuestV2	21	"[""Assets/Scripts/ProjectCode/FSM/QuestActions/EndQuestV2.cs""]"	exact_declared_type
QuestPlaymakerActions.GetQuestInfo	10	"[""Assets/Scripts/ProjectCode/FSM/QuestActions/GetQuestInfo.cs""]"	exact_declared_type
QuestPlaymakerActions.GetQuestReward	12	"[""Assets/Scripts/ProjectCode/FSM/QuestActions/GetQuestReward.cs""]"	exact_declared_type
QuestPlaymakerActions.GetQuestRewardV2	19	"[""Assets/Scripts/ProjectCode/FSM/QuestActions/GetQuestRewardV2.cs""]"	exact_declared_type
QuestPlaymakerActions.GetQuestState	29	"[""Assets/Scripts/ProjectCode/FSM/QuestActions/GetQuestState.cs""]"	exact_declared_type
QuestPlaymakerActions.QuestConsumeTargetTake	1	"[""Assets/Scripts/ProjectCode/FSM/QuestActions/QuestConsumeTargetTake.cs""]"	exact_declared_type
QuestPlaymakerActions.ShowQuestUpdatedStandalone	18	"[""Assets/Scripts/ProjectCode/FSM/QuestActions/ShowQuestUpdatedStandalone.cs""]"	exact_declared_type
QuestPlaymakerActions.TryEndQuest	2	"[""Assets/Scripts/ProjectCode/FSM/QuestActions/TryEndQuest.cs""]"	exact_declared_type
QuestPlaymakerActions.TryEndQuestV2	13	"[""Assets/Scripts/ProjectCode/FSM/QuestActions/TryEndQuestV2.cs""]"	exact_declared_type
QuestYesNo	20	"[""Assets/Scripts/Assembly-CSharp/QuestYesNo.cs""]"	exact_declared_type
QuestYesNoV2	3	"[""Assets/Scripts/Assembly-CSharp/QuestYesNoV2.cs""]"	exact_declared_type
QueueAutoSave	16	"[""Assets/Scripts/ProjectCode/Game/06_Data_Save_Progression/QueueAutoSave.cs""]"	exact_declared_type
QueueSaveGame	12	"[""Assets/Scripts/ProjectCode/Game/06_Data_Save_Progression/QueueSaveGame.cs""]"	exact_declared_type
QueueSaveGameV2	8	"[""Assets/Scripts/ProjectCode/Game/06_Data_Save_Progression/QueueSaveGameV2.cs""]"	exact_declared_type
RecordJournalKill	237	"[""Assets/Scripts/Assembly-CSharp/RecordJournalKill.cs""]"	exact_declared_type
RecordJournalKillV2	68	"[""Assets/Scripts/Assembly-CSharp/RecordJournalKillV2.cs""]"	exact_declared_type
ReportGameEnding	4	"[""Assets/Scripts/Assembly-CSharp/ReportGameEnding.cs""]"	exact_declared_type
SaveGame	147	"[""Assets/Scripts/ProjectCode/Game/06_Data_Save_Progression/SaveGame.cs""]"	exact_declared_type
SaveGameV2	23	"[""Assets/Scripts/ProjectCode/Game/06_Data_Save_Progression/SaveGameV2.cs""]"	exact_declared_type
ScreenFlash	3	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ScreenFlash.cs""]"	short_name_candidate
SendEventToRegister	13	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Hollow_Knight/SendEventToRegister.cs""]"	short_name_candidate
SendInventoryPaneInputEvent	22	"[""Assets/Scripts/Assembly-CSharp/SendInventoryPaneInputEvent.cs""]"	exact_declared_type
SetCorpsePrefab	27	"[""Assets/Scripts/Assembly-CSharp/SetCorpsePrefab.cs""]"	exact_declared_type
SetCorpseSpawnPoint	33	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Hollow_Knight/SetCorpseSpawnPoint.cs""]"	exact_declared_type
SetCrawlerAnim	6	"[""Assets/Scripts/Assembly-CSharp/SetCrawlerAnim.cs""]"	exact_declared_type
SetCrawlerSpeed	54	"[""Assets/Scripts/Assembly-CSharp/SetCrawlerSpeed.cs""]"	exact_declared_type
SetDeathRespawn	12	"[""Assets/Scripts/Assembly-CSharp/SetDeathRespawn.cs""]"	exact_declared_type
SetDeathRespawnNonLethal	20	"[""Assets/Scripts/Assembly-CSharp/SetDeathRespawnNonLethal.cs""]"	exact_declared_type
SetDeathRespawnOtherScene	2	"[""Assets/Scripts/Assembly-CSharp/SetDeathRespawnOtherScene.cs""]"	exact_declared_type
SetDeathRespawnV2	6	"[""Assets/Scripts/Assembly-CSharp/SetDeathRespawnV2.cs""]"	exact_declared_type
SetGeoDrop	9	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Hollow_Knight/SetGeoDrop.cs""]"	short_name_candidate
SetInventoryItemSelected	55	"[""Assets/Scripts/Assembly-CSharp/SetInventoryItemSelected.cs""]"	exact_declared_type
SetInvincible	10	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Hollow_Knight/SetInvincible.cs""]"	short_name_candidate
SetMenuButtonIconAction	6	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Hollow_Knight/SetMenuButtonIconAction.cs""]"	exact_declared_type
SetRigidbody2DConstraints	98	"[""Assets/Scripts/Assembly-CSharp/SetRigidbody2DConstraints.cs""]"	exact_declared_type
SetRigidbodySimulated2D	8	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/General/SetRigidbodySimulated2D.cs""]"	exact_declared_type
SetSceneAmbientLight	20	"[""Assets/Scripts/Assembly-CSharp/SetSceneAmbientLight.cs""]"	exact_declared_type
SetShardDrop	7	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetShardDrop.cs""]"	short_name_candidate
SetSpecialDeath	3	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Hollow_Knight/SetSpecialDeath.cs""]"	short_name_candidate
